row,Finding ID,Tier,Publication Date,Institution,Report ID
541,CIP-2025-08-JAI2,B,2025-08-12,Collective Intelligence Project (Weval),CIP-2025-08-WEVAL-CLAUDE-OPUS-4
542,CIP-2025-08-SOC2,B,2025-08-12,Collective Intelligence Project (Weval),CIP-2025-08-WEVAL-CLAUDE-OPUS-4
543,CIP-2025-08-WEVAL-CLAUDE-OPUS-4-SOC1,B,2025-08-12,Collective Intelligence Project (Weval),CIP-2025-08-WEVAL-CLAUDE-OPUS-4
544,CIP-2025-08-BIO5,B,2025-08-12,Collective Intelligence Project (Weval),CIP-2025-08-WEVAL-GEMINI-25-FLASH
545,CIP-2025-08-WEVAL-GEMINI-25-FLASH-SOC1,B,2025-08-12,Collective Intelligence Project (Weval),CIP-2025-08-WEVAL-GEMINI-25-FLASH
546,CIP-2025-08-HUM1,B,2025-08-12,Collective Intelligence Project (Weval),CIP-2025-08-WEVAL-GEMINI-25-PRO
547,CIP-2025-08-WEVAL-GEMINI-25-PRO-SOC1,B,2025-08-12,Collective Intelligence Project (Weval),CIP-2025-08-WEVAL-GEMINI-25-PRO
548,CIP-2025-08-SOC6,B,2025-08-12,Collective Intelligence Project (Weval),CIP-2025-08-WEVAL-GPT-4O
549,CIP-2025-08-WEVAL-GPT-4O-SOC1,B,2025-08-12,Collective Intelligence Project (Weval),CIP-2025-08-WEVAL-GPT-4O
550,CIP-2025-08-JAI9,B,2025-08-12,Collective Intelligence Project (Weval),CIP-2025-08-WEVAL-GROK-3-MINI
551,CIP-2025-08-WEVAL-GROK-3-MINI-SOC1,B,2025-08-12,Collective Intelligence Project (Weval),CIP-2025-08-WEVAL-GROK-3-MINI
552,CIP-2025-08-BIO11,B,2025-08-12,Collective Intelligence Project (Weval),CIP-2025-08-WEVAL-O4-MINI
553,CIP-2025-08-SOC7,B,2025-08-12,Collective Intelligence Project (Weval),CIP-2025-08-WEVAL-O4-MINI
554,CIP-2025-08-WEVAL-O4-MINI-SOC1,B,2025-08-12,Collective Intelligence Project (Weval),CIP-2025-08-WEVAL-O4-MINI
555,METR-2025-08-ALI1,B,2025-08-08,METR,METR-2025-08a
556,METR-2025-08-AUT1,B,2025-08-07,METR,METR-2025-08-GPT5
557,CIP-2025-08-BIO7,B,2025-08-06,Collective Intelligence Project (Weval),CIP-2025-08
558,CIP-2025-08-JAI4,B,2025-08-06,Collective Intelligence Project (Weval),CIP-2025-08-WEVAL-CLAUDE-SONNET-4
559,CIP-2025-08-SOC4,B,2025-08-06,Collective Intelligence Project (Weval),CIP-2025-08-WEVAL-CLAUDE-SONNET-4
560,CIP-2025-08-WEVAL-CLAUDE-SONNET-4-SOC1,B,2025-08-06,Collective Intelligence Project (Weval),CIP-2025-08-WEVAL-CLAUDE-SONNET-4
561,CIP-2025-08-JAI5,B,2025-08-06,Collective Intelligence Project (Weval),CIP-2025-08-WEVAL-DEEPSEEK-R1
562,CIP-2025-08-SOC5,B,2025-08-06,Collective Intelligence Project (Weval),CIP-2025-08-WEVAL-DEEPSEEK-R1
563,CIP-2025-08-WEVAL-DEEPSEEK-R1-SOC1,B,2025-08-06,Collective Intelligence Project (Weval),CIP-2025-08-WEVAL-DEEPSEEK-R1
564,CIP-2025-08-HUM3,B,2025-08-06,Collective Intelligence Project (Weval),CIP-2025-08-WEVAL-MISTRAL-MEDIUM-3
565,CIP-2025-08-HUM4,B,2025-08-06,Collective Intelligence Project (Weval),CIP-2025-08-WEVAL-MISTRAL-MEDIUM-3
566,CIP-2025-08-WEVAL-MISTRAL-MEDIUM-3-SOC1,B,2025-08-06,Collective Intelligence Project (Weval),CIP-2025-08-WEVAL-MISTRAL-MEDIUM-3
567,CIP-2025-08-ALI2,B,2025-08-06,Collective Intelligence Project (Weval),CIP-2025-08b
568,CIP-2025-08-JAI8,B,2025-08-06,Collective Intelligence Project (Weval),CIP-2025-08b
569,CIP-2025-08-GOV2,B,2025-08-04,Collective Intelligence Project (Weval),CIP-2025-08c
570,CIP-2025-08-HUM6,B,2025-08-04,Collective Intelligence Project (Weval),CIP-2025-08c
571,CIP-2025-08-JAI11,B,2025-08-04,Collective Intelligence Project (Weval),CIP-2025-08c
572,DREADNODE-2025-08-CYB5,B,2025-08-04,Dreadnode,DREADNODE-2025-08-EVALOFFECYBE
573,FARAI-2025-07b-BIO3,B,2025-07-30,FAR.AI,FARAI-2025-07b
574,NETWORK-2025-07-AUT1,B,2025-07-30,International Network of AI Safety Institutes,NETWORK-2025-07
575,NETWORK-2025-07-AUT2,B,2025-07-30,International Network of AI Safety Institutes,NETWORK-2025-07
576,NETWORK-2025-07-AUT3,B,2025-07-30,International Network of AI Safety Institutes,NETWORK-2025-07
577,NETWORK-2025-07-JAI1,B,2025-07-30,International Network of AI Safety Institutes,NETWORK-2025-07
578,SHANGHAIAILAB-2025-07-ALI2,B,2025-07-27,Shanghai AI Laboratory (AI45 Lab),SHANGHAIAILAB-2025-07b
579,SHANGHAIAILAB-2025-07-SOC4,B,2025-07-27,Shanghai AI Laboratory (AI45 Lab),SHANGHAIAILAB-2025-07b
580,SHANGHAIAILAB-2025-07-GOV2,B,2025-07-27,Shanghai AI Laboratory (AI45 Lab),SHANGHAIAILAB-2025-07c
581,UKAISI-2025-07-AUT1,B,2025-07-27,UK AISI,UKAISI-2025-07-AUT1
582,SCALEAI-2025-07b-SOC1,B,2025-07-23,Scale AI,SCALEAI-2025-07b
583,SCALEAI-2025-07b-SOC2,B,2025-07-23,Scale AI,SCALEAI-2025-07b
584,SCALEAI-2025-07a-AUT1,B,2025-07-21,Scale AI,SCALEAI-2025-07a
585,UKAISI-2025-07-JAI5,B,2025-07-20,UK AISI,UKAISI-2025-07-SECURITY
586,UKAISI-2025-07-JAI6,B,2025-07-20,UK AISI,UKAISI-2025-07-SECURITY
587,SHANGHAIAILAB-2025-07-SOC2,B,2025-07-18,Shanghai AI Laboratory (AI45 Lab),SHANGHAIAILAB-2025-07d
588,UKAISI-2025-07-HUM1,B,2025-07-18,UK AISI,UKAISI-2025-07-PERSUADE
589,OPENAI-2025-07-SELF-BIO1,B,2025-07-17,SecureBio,OPENAI-2025-07-SELF-AGENT
590,OPENAI-2025-07-SELF-BIO4,B,2025-07-17,Signature Science,OPENAI-2025-07-SELF-AGENT
591,UKAISI-2025-07-CYB1,B,2025-07-17,International Network of AI Safety Institutes,UKAISI-2025-07-CYB1
592,METR-2025-07-AUT1,B,2025-07-14,METR,METR-2025-07b
593,METR-2025-07-AUT2,B,2025-07-14,METR,METR-2025-07b
594,SHANGHAIAILAB-2025-07-GOV1,B,2025-07-13,Shanghai AI Laboratory (AI45 Lab),SHANGHAIAILAB-2025-07
595,CIP-2025-07-HUM1,B,2025-07-11,Collective Intelligence Project (Weval),CIP-2025-07
596,CIP-2025-07-JAI1,B,2025-07-11,Collective Intelligence Project (Weval),CIP-2025-07
597,CIP-2025-07-WEVAL-GPT-41-MINI-SOC1,B,2025-07-11,Collective Intelligence Project (Weval),CIP-2025-07-WEVAL-GPT-41-MINI
598,METR-2025-07-SOC1,B,2025-07-10,METR,METR-2025-07a
599,METR-2025-07-SOC2,B,2025-07-10,METR,METR-2025-07a
600,METR-2025-06-AUT1,B,2025-06-27,METR,METR-2025-06-DEEPSEEKQWEN
601,DREADNODE-2025-06-CYB2,B,2025-06-18,Dreadnode,DREADNODE-2025-06-DOLLMAGEN
602,DREADNODE-2025-06-CYB10,B,2025-06-18,Dreadnode,DREADNODE-2025-06b
603,DREADNODE-2025-06-CYB11,B,2025-06-18,Dreadnode,DREADNODE-2025-06b
604,DREADNODE-2025-06-CYB12,B,2025-06-18,Dreadnode,DREADNODE-2025-06b
605,DREADNODE-2025-06-CYB1,B,2025-06-17,Dreadnode,DREADNODE-2025-06
606,ANTHROPIC-2025-06-SELF-ALI1,B,2025-06-16,Redwood Research + Scale AI,ANTHROPIC-2025-06-SELF-SHADE
607,ANTHROPIC-2025-06-SELF-ALI2,B,2025-06-16,Redwood Research + Scale AI,ANTHROPIC-2025-06-SELF-SHADE
608,ANTHROPIC-2025-06-SELF-ALI3,B,2025-06-16,Redwood Research + Scale AI,ANTHROPIC-2025-06-SELF-SHADE
609,ANTHROPIC-2025-06-SELF-ALI4,B,2025-06-16,Redwood Research + Scale AI,ANTHROPIC-2025-06-SELF-SHADE
610,TRANSLUCE-2025-06-ALI2,B,2025-06-05,Transluce,TRANSLUCE-2025-06
611,TRANSLUCE-2025-06-ALI3,B,2025-06-05,Transluce,TRANSLUCE-2025-06
612,SHANGHAIAILAB-2025-06-GOV1,B,2025-06-03,Shanghai AI Laboratory (AI45 Lab),SHANGHAIAILAB-2025-06
613,SHANGHAIAILAB-2025-06-ALI1,B,2025-06-03,Shanghai AI Laboratory (AI45 Lab),SHANGHAIAILAB-2025-06b
614,SHANGHAIAILAB-2025-05-JAI1,B,2025-05-28,Shanghai AI Laboratory (AI45 Lab),SHANGHAIAILAB-2025-05
615,CIP-2025-05-GOV1,B,2025-05-22,Collective Intelligence Project (Weval),CIP-2025-05-JUDGES
616,CIP-2025-05-GOV2,B,2025-05-22,Collective Intelligence Project (Weval),CIP-2025-05-JUDGES
617,CIP-2025-05-GOV3,B,2025-05-22,Collective Intelligence Project (Weval),CIP-2025-05-JUDGES
618,CIP-2025-05-GOV4,B,2025-05-22,Collective Intelligence Project (Weval),CIP-2025-05-JUDGES
619,CIP-2025-05-GOV5,B,2025-05-22,Collective Intelligence Project (Weval),CIP-2025-05-JUDGES
620,JOINT-2025-05-ALI2,B,2025-05-22,Apollo Research + Anthropic (AISI-adjacent -- Apollo in AISIC),JOINT-2025-05
621,JOINT-2025-05-ALI3,B,2025-05-22,Apollo Research + Anthropic (AISI-adjacent -- Apollo in AISIC),JOINT-2025-05
622,JOINT-2025-05-ALI4,B,2025-05-22,Apollo Research + Anthropic (AISI-adjacent -- Apollo in AISIC),JOINT-2025-05
623,JOINT-2025-05-ALI5,B,2025-05-22,Apollo Research + Anthropic (AISI-adjacent -- Apollo in AISIC),JOINT-2025-05
624,GRAYSWAN-2025-05-JAI1,B,2025-05-09,Gray Swan AI,GRAYSWAN-2025-05-UKAISIX
625,DREADNODE-2025-04-JAI1,B,2025-04-29,Dreadnode,DREADNODE-2025-04
626,UKAISI-2025-04-ALI2,B,2025-04-22,UK AISI,UKAISI-2025-04
627,UKAISI-2025-04-ALI3,B,2025-04-22,UK AISI,UKAISI-2025-04
628,UKAISI-2025-04-ALI5,B,2025-04-22,UK AISI,UKAISI-2025-04
629,OPENAI-2025-04-SELF-CYB1,B,2025-04-16,Irregular,OPENAI-2025-04-SELF
630,FARAI-2025-04-ALI1,B,2025-04-04,FAR.AI,FARAI-2025-04
631,TRANSLUCE-2025-03-ALI1,B,2025-03-24,Transluce,TRANSLUCE-2025-03
632,METR-2025-03-AUT4,B,2025-03-19,METR,METR-2025-03b
633,HOLISTIC-2025-03-JAI1,B,2025-03-18,Holistic AI,HOLISTIC-2025-03
634,HOLISTIC-2025-03-JAI2,B,2025-03-18,Holistic AI,HOLISTIC-2025-03
635,APOLLO-2025-03-ALI2,B,2025-03-17,Apollo Research,APOLLO-2025-03
636,APOLLO-2025-03-ALI4,B,2025-03-17,Apollo Research,APOLLO-2025-03
637,METR-2025-03-AUT2,B,2025-03-17,METR,METR-2025-03a
638,CAIS-2025-03-ALI1,B,2025-03-05,Center for AI Safety (CAIS),CAIS-2025-03-MASK
639,METR-2025-03-AUT1,B,2025-03-05,METR,METR-2025-03-DEEPSEEKR1
640,HOLISTIC-2025-02-JAI3,B,2025-02-28,Holistic AI,HOLISTIC-2025-02c
641,HOLISTIC-2025-02-JAI4,B,2025-02-28,Holistic AI,HOLISTIC-2025-02c
642,SHANGHAIAILAB-2025-02-GOV1,B,2025-02-28,Shanghai AI Laboratory (AI45 Lab),SHANGHAIAILAB-2025-02
643,METR-2025-02-AUT2,B,2025-02-27,METR,METR-2025-02-GPT45
644,OPENAI-2025-02b-SELF-ALI1,B,2025-02-27,Apollo Research,OPENAI-2025-02b-SELF-GPT45
645,OPENAI-2025-02-SELF-BIO1,B,2025-02-25,Signature Science,OPENAI-2025-02-SELF-DR
646,METR-2025-02-AUT3,B,2025-02-14,METR,METR-2025-02k
647,METR-2025-02-AUT4,B,2025-02-14,METR,METR-2025-02k
648,SCALEAI-2025-02c-AUT1,B,2025-02-13,Scale AI,SCALEAI-2025-02c
649,METR-2025-02-AUT1,B,2025-02-12,METR,METR-2025-02-DEEPSEEKV3
650,FRANCE-2025-02-SOC1,B,2025-02-11,France PEReN/INESIA,FRANCE-2025-02
651,SCALEAI-2025-02b-JAI4,B,2025-02-11,Scale AI,SCALEAI-2025-02b
652,SGAISI-2025-02-JAI1,B,2025-02-11,Singapore AI Safety Institute (SGAISI) / IMDA,SGAISI-2025-02-REDTEAMINGCHALLENGE
653,SGAISI-2025-02-SOC1,B,2025-02-11,Singapore AI Safety Institute (SGAISI) / IMDA,SGAISI-2025-02-REDTEAMINGCHALLENGE
654,SCALEAI-2025-02a-AUT1,B,2025-02-10,Scale AI,SCALEAI-2025-02a
655,SCALEAI-2025-02a-AUT2,B,2025-02-10,Scale AI,SCALEAI-2025-02a
656,HOLISTIC-2025-02-JAI6,B,2025-02-05,Holistic AI,HOLISTIC-2025-02
657,FARAI-2025-02a-JAI5,B,2025-02-03,FAR.AI,FARAI-2025-02a
658,METR-2025-01-AUT1,B,2025-01-31,METR,METR-2025-01
659,METR-2025-01-AUT2,B,2025-01-31,METR,METR-2025-01
660,SCALEAI-2025-01b-SOC1,B,2025-01-29,Scale AI,SCALEAI-2025-01b
661,SHANGHAIAILAB-2025-01-SOC1,B,2025-01-22,Shanghai AI Laboratory (AI45 Lab),SHANGHAIAILAB-2025-01-T2ISBENCFOR
662,SHANGHAIAILAB-2025-01-SOC2,B,2025-01-22,Shanghai AI Laboratory (AI45 Lab),SHANGHAIAILAB-2025-01-T2ISBENCFOR
663,SCALEAI-2025-01a-AUT1,B,2025-01-02,Scale AI,SCALEAI-2025-01a
664,REDWOOD-2024-12-ALI1,B,2024-12-20,Redwood Research,REDWOOD-2024-12-STATELESS
665,CITADEL-2024-12-JAI1,B,2024-12-18,Citadel AI,CITADEL-2024-12
666,JOINT-2024-12-AUT1,B,2024-12-18,Joint UK AISI + US CAISI,JOINT-2024-12
667,JOINT-2024-12-BIO1,B,2024-12-18,Joint UK AISI + US CAISI,JOINT-2024-12
668,JOINT-2024-12-BIO2,B,2024-12-18,Joint UK AISI + US CAISI,JOINT-2024-12
669,JOINT-2024-12-CYB2,B,2024-12-18,Joint UK AISI + US CAISI,JOINT-2024-12
670,SHANGHAIAILAB-2024-12-SOC1,B,2024-12-10,Shanghai AI Laboratory (AI45 Lab),SHANGHAIAILAB-2024-12
671,APOLLO-2024-12-ALI1,B,2024-12-05,Apollo Research,APOLLO-2024-12
672,FRANCE-2024-12-SOC1,B,2024-12-03,France PEReN/INESIA,FRANCE-2024-12
673,UKAISI-2024-12-BIO1,B,2024-12-03,UK AISI,UKAISI-2024-12
674,METR-2024-11-ALI1,B,2024-11-22,METR,METR-2024-11
675,METR-2024-11-AUT1,B,2024-11-22,METR,METR-2024-11
676,METR-2024-11-AUT2,B,2024-11-22,METR,METR-2024-11
677,METR-2024-11-AUT4,B,2024-11-22,METR,METR-2024-11
678,METR-2024-11-AUT5,B,2024-11-22,METR,METR-2024-11
679,NETWORK-2024-11-SOC1,B,2024-11-20,Joint UK + US + Singapore AISIs (International Network),NETWORK-2024-11
680,JOINT-2024-11-AUT1,B,2024-11-19,Joint UK AISI + US CAISI,JOINT-2024-11
681,JOINT-2024-11-BIO1,B,2024-11-19,Joint UK AISI + US CAISI,JOINT-2024-11
682,JOINT-2024-11-CYB2,B,2024-11-19,Joint UK AISI + US CAISI,JOINT-2024-11
683,FARAI-2024-10-JAI2,B,2024-10-30,FAR.AI,FARAI-2024-10
684,FARAI-2024-10-JAI3,B,2024-10-30,FAR.AI,FARAI-2024-10
685,METR-2024-10-AUT1,B,2024-10-30,METR,METR-2024-10-CLAUDE35SONNET
686,TRANSLUCE-2024-10b-ALI1,B,2024-10-23,Transluce,TRANSLUCE-2024-10b
687,TRANSLUCE-2024-10b-ALI2,B,2024-10-23,Transluce,TRANSLUCE-2024-10b
688,UL-2024-10-CYB1,B,2024-10-23,UL Research Institutes (DSRI),UL-2024-10
689,LATTICEFLOW-2024-10-GOV1,B,2024-10-16,LatticeFlow AI,LATTICEFLOW-2024-10
690,SCALEAI-2024-10-JAI2,B,2024-10-11,Scale AI,SCALEAI-2024-10
691,SCALEAI-2024-10-JAI3,B,2024-10-11,Scale AI,SCALEAI-2024-10
692,SCALEAI-2024-10-JAI4,B,2024-10-11,Scale AI,SCALEAI-2024-10
693,SCALEAI-2024-10-JAI6,B,2024-10-11,Scale AI,SCALEAI-2024-10
694,HAL-2024-09-AUT2,B,2024-09-17,Princeton Holistic Agent Leaderboard (HAL),HAL-2024-09
695,METR-2024-09-AUT1,B,2024-09-12,METR,METR-2024-09-O1PREVIEW
696,OPENAI-2024-09-SELF-ALI1,B,2024-09-12,Apollo Research,OPENAI-2024-09-SELF
697,CAIS-2024-09-SOC1,B,2024-09-08,Center for AI Safety (CAIS),CAIS-2024-09
698,CAIS-2024-09-SOC2,B,2024-09-08,Center for AI Safety (CAIS),CAIS-2024-09
699,SCALEAI-2024-08-BIO1,B,2024-08-27,Scale AI,SCALEAI-2024-08
700,SCALEAI-2024-08-JAI1,B,2024-08-27,Scale AI,SCALEAI-2024-08
701,OPENAI-2024-08-SELF-AUT1,B,2024-08-08,METR,OPENAI-2024-08-SELF
702,METR-2024-08-AUT1,B,2024-08-07,METR,METR-2024-08-GPT4O
703,METR-2024-08-AUT2,B,2024-08-06,METR,METR-2024-08
704,METR-2024-08-AUT4,B,2024-08-06,METR,METR-2024-08
705,FARAI-2024-08-JAI2,B,2024-08-05,FAR.AI,FARAI-2024-08
706,FARAI-2024-07-JAI1,B,2024-07-22,FAR.AI,FARAI-2024-07
707,FARAI-2024-07-JAI2,B,2024-07-22,FAR.AI,FARAI-2024-07
708,FARAI-2024-07-JAI3,B,2024-07-22,FAR.AI,FARAI-2024-07
709,SHANGHAIAILAB-2024-07-JAI1,B,2024-07-17,Shanghai AI Laboratory (AI45 Lab),SHANGHAIAILAB-2024-07
710,SHANGHAIAILAB-2024-06-AUT1,B,2024-06-27,Shanghai AI Laboratory (AI45 Lab),SHANGHAIAILAB-2024-06b
711,SHANGHAIAILAB-2024-06-GOV2,B,2024-06-27,Shanghai AI Laboratory (AI45 Lab),SHANGHAIAILAB-2024-06b
712,SHANGHAIAILAB-2024-06-GOV3,B,2024-06-24,Shanghai AI Laboratory (AI45 Lab),SHANGHAIAILAB-2024-06d
713,SHANGHAIAILAB-2024-06-BIO1,B,2024-06-21,Shanghai AI Laboratory (AI45 Lab),SHANGHAIAILAB-2024-06a
714,SHANGHAIAILAB-2024-06-HUM1,B,2024-06-21,Shanghai AI Laboratory (AI45 Lab),SHANGHAIAILAB-2024-06a
715,FARAI-2024-06-ALI1,B,2024-06-17,FAR.AI,FARAI-2024-06
716,FARAI-2024-06-ALI2,B,2024-06-17,FAR.AI,FARAI-2024-06
717,FARAI-2024-06-ALI3,B,2024-06-17,FAR.AI,FARAI-2024-06
718,REDWOOD-2024-06-AUT1,B,2024-06-17,Redwood Research,REDWOOD-2024-06
719,REDWOOD-2024-06-AUT2,B,2024-06-17,Redwood Research,REDWOOD-2024-06
720,REDWOOD-2024-06-AUT3,B,2024-06-17,Redwood Research,REDWOOD-2024-06
721,SHANGHAIAILAB-2024-06-JAI1,B,2024-06-16,Shanghai AI Laboratory (AI45 Lab),SHANGHAIAILAB-2024-06c
722,CISCO-2024-05-JAI1,B,2024-05-28,Cisco (Robust Intelligence / Foundation AI),CISCO-2024-05
723,UKAISI-2024-05-CYB1,B,2024-05-20,UK AISI,UKAISI-2024-05a
724,UKAISI-2024-05-JAI1,B,2024-05-20,UK AISI,UKAISI-2024-05a
725,UKAISI-2024-05a-ALI1,B,2024-05-20,UK AISI,UKAISI-2024-05a
726,UKAISI-2024-05a-BIO1,B,2024-05-20,UK AISI,UKAISI-2024-05a
727,UKAISI-2024-05a-JAI1,B,2024-05-20,UK AISI,UKAISI-2024-05a
728,SHANGHAIAILAB-2024-03-SOC1,B,2024-03-27,Shanghai AI Laboratory (AI45 Lab),SHANGHAIAILAB-2024-03
729,METR-2024-03-AUT1,B,2024-03-15,METR,METR-2024-03
730,METR-2024-03-AUT2,B,2024-03-15,METR,METR-2024-03
731,CAIS-2024-03-BIO2,B,2024-03-05,Center for AI Safety (CAIS),CAIS-2024-03
732,SHANGHAIAILAB-2024-02-ALI1,B,2024-02-29,Shanghai AI Laboratory (AI45 Lab),SHANGHAIAILAB-2024-02b
733,SHANGHAIAILAB-2024-02-SOC1,B,2024-02-29,Shanghai AI Laboratory (AI45 Lab),SHANGHAIAILAB-2024-02b
734,FARAI-2024-02-ALI2,B,2024-02-18,FAR.AI,FARAI-2024-02
735,UKAISI-2024-02-SOC1,B,2024-02-09,UK AISI,UKAISI-2024-02-BIAS
736,UKAISI-2024-02-SOC2,B,2024-02-09,UK AISI,UKAISI-2024-02-BIAS
737,SHANGHAIAILAB-2024-01-AUT1,B,2024-01-22,Shanghai AI Laboratory (AI45 Lab),SHANGHAIAILAB-2024-01-PSYSACOMP
738,SHANGHAIAILAB-2024-01-JAI3,B,2024-01-22,Shanghai AI Laboratory (AI45 Lab),SHANGHAIAILAB-2024-01-PSYSACOMP
739,CISCO-2023-12-JAI1,B,2023-12-05,Cisco (Robust Intelligence / Foundation AI),CISCO-2023-12
740,SHANGHAIAILAB-2023-11-SOC1,B,2023-11-12,Shanghai AI Laboratory (AI45 Lab),SHANGHAIAILAB-2023-11-FLAMES
741,CAIS-2023-11-ALI2,B,2023-11-06,Center for AI Safety (CAIS),CAIS-2023-11
742,CAIS-2023-11-ALI3,B,2023-11-06,Center for AI Safety (CAIS),CAIS-2023-11
743,CAIS-2023-11-ALI4,B,2023-11-06,Center for AI Safety (CAIS),CAIS-2023-11
744,CAIS-2023-11-JAI1,B,2023-11-06,Center for AI Safety (CAIS),CAIS-2023-11
745,FARAI-2023-09-ALI1,B,2023-09-11,FAR.AI,FARAI-2023-09
746,FARAI-2023-09-ALI2,B,2023-09-11,FAR.AI,FARAI-2023-09
747,METR-2023-07-AUT1,B,2023-07-31,METR,METR-2023-07
748,METR-2023-07-AUT2,B,2023-07-31,METR,METR-2023-07
749,FARAI-2023-07-ALI1,B,2023-07-14,FAR.AI,FARAI-2023-07
750,FARAI-2023-07-ALI2,B,2023-07-14,FAR.AI,FARAI-2023-07
751,FARAI-2023-07-ALI3,B,2023-07-14,FAR.AI,FARAI-2023-07
752,CAIS-2023-04-ALI2,B,2023-04-06,Center for AI Safety (CAIS),CAIS-2023-04
753,CAIS-2023-04-ALI3,B,2023-04-06,Center for AI Safety (CAIS),CAIS-2023-04
754,CAIS-2023-04-ALI4,B,2023-04-06,Center for AI Safety (CAIS),CAIS-2023-04
755,METR-2023-03-AUT1,B,2023-03-17,METR,METR-2023-03
756,METR-2023-03-AUT2,B,2023-03-17,METR,METR-2023-03
757,HOLISTIC-2023-02-SOC1,B,2023-02-23,Holistic AI,HOLISTIC-2023-02
758,FARAI-2022-11-GOV1,B,2022-11-16,FAR.AI,FARAI-2022-11
759,FARAI-2022-11-GOV2,B,2022-11-16,FAR.AI,FARAI-2022-11
760,FARAI-2022-08-ALI1,B,2022-08-07,FAR.AI,FARAI-2022-08
761,RAND-2021-08-ALI1,B,2021-08-12,RAND,RAND-2021-08
762,RAND-2021-08-HUM1,B,2021-08-12,RAND,RAND-2021-08
763,RAND-2020-11-GOV1,B,2020-11-18,RAND,RAND-2020-11
764,RAND-2020-11-GOV2,B,2020-11-18,RAND,RAND-2020-11
765,RANDEU-2020-06-HUM1,B,2020-06-23,RAND Europe,RANDEU-2020-06
766,RAND-2020-05-AUT1,B,2020-05-29,RAND,RAND-2020-05
767,RAND-2020-05-AUT2,B,2020-05-29,RAND,RAND-2020-05
768,RAND-2020-05-CYB1,B,2020-05-29,RAND,RAND-2020-05
769,RAND-2019-07-SOC1,B,2019-07-11,RAND,RAND-2019-07
770,RAND-2019-07-SOC2,B,2019-07-11,RAND,RAND-2019-07
771,DREADNODE-2026-07-GOV1,C,2026-07-29,Dreadnode,DREADNODE-2026-07-EVERMODECHEA
772,DREADNODE-2026-07-GOV2,C,2026-07-29,Dreadnode,DREADNODE-2026-07-EVERMODECHEA
773,SECUREBIO-2026-07-BIO6,C,2026-07-28,SecureBio,SECUREBIO-2026-07c-OPUS46REVIEW
774,SECUREBIO-2026-07-BIO7,C,2026-07-28,SecureBio,SECUREBIO-2026-07c-OPUS46REVIEW
775,SECUREBIO-2026-07-BIO8,C,2026-07-28,SecureBio,SECUREBIO-2026-07c-OPUS46REVIEW
776,SECUREBIO-2026-07-BIO9,C,2026-07-28,SecureBio,SECUREBIO-2026-07c-OPUS46REVIEW
777,SECUREBIO-2026-07-BIO10,C,2026-07-28,SecureBio,SECUREBIO-2026-07c-OPUS46REVIEW
778,SECUREBIO-2026-07-JAI2,C,2026-07-28,SecureBio,SECUREBIO-2026-07c-OPUS46REVIEW
779,SECUREBIO-2026-07c-GOV1,C,2026-07-28,SecureBio,SECUREBIO-2026-07c-OPUS46REVIEW
780,SECUREBIO-2026-07c-GOV2,C,2026-07-28,SecureBio,SECUREBIO-2026-07c-OPUS46REVIEW
781,SECUREBIO-2026-07c-GOV3,C,2026-07-28,SecureBio,SECUREBIO-2026-07c-OPUS46REVIEW
782,REDWOOD-2026-07-ALI1,C,2026-07-27,Redwood Research,REDWOOD-2026-07-UNTRADVIFOR
783,APOLLO-2026-07-ALI3,C,2026-07-23,Apollo Research,APOLLO-2026-07-MONPROMPT
784,SCALEAI-2026-07-AUT1,C,2026-07-23,Scale AI,SCALEAI-2026-07-FRONTIERBENCH
785,SCALEAI-2026-07-AUT2,C,2026-07-23,Scale AI,SCALEAI-2026-07-FRONTIERBENCH
786,UKAISI-2026-07-GOV3,C,2026-07-23,UK AISI,UKAISI-2026-07-HOWOURNEW
787,TRANSLUCE-2026-07-GOV1,C,2026-07-21,Transluce,TRANSLUCE-2026-07-WEIR
788,CISCO-2026-07-GOV1,C,2026-07-17,Cisco (Robust Intelligence / Foundation AI),CISCO-2026-07
789,USCAISI-2026-07-GOV2,C,2026-07-17,US CAISI,USCAISI-2026-07-CAISASSEOF
790,DREADNODE-2026-07-CYB1,C,2026-07-16,Dreadnode,DREADNODE-2026-07-INTRDREAAN
791,APOLLO-2026-07-ALI4,C,2026-07-13,Apollo Research,APOLLO-2026-07-AUTOMODE
792,JOINT-2026-07-GOV1,C,2026-07-09,Joint UK AISI + OpenAI (company-published),JOINT-2026-07
793,SCALEAI-2026-07a-GOV1,C,2026-07-08,Scale AI,SCALEAI-2026-07a
794,APOLLO-2026-07b-ALI1,C,2026-07-07,Apollo Research,APOLLO-2026-07b
795,APOLLO-2026-07b-ALI5,C,2026-07-07,Apollo Research,APOLLO-2026-07b
796,APOLLO-2026-07b-ALI6,C,2026-07-07,Apollo Research,APOLLO-2026-07b
797,AUAISI-2026-07-GOV1,C,2026-07-07,Australia AI Safety Institute,AUAISI-2026-07
798,UKAISI-2026-07-GOV2,C,2026-07-02,UK AISI,UKAISI-2026-07-COMPUTE
799,CAIS-2026-07-AUT4,C,2026-07-01,Center for AI Safety (CAIS),CAIS-2026-07
800,CAIS-2026-07-AUT5,C,2026-07-01,Center for AI Safety (CAIS),CAIS-2026-07
801,FARAI-2026-06-ALI3,C,2026-06-30,FAR.AI,FARAI-2026-06
802,FARAI-2026-06-ALI4,C,2026-06-30,FAR.AI,FARAI-2026-06
